465,2,290,2003,1,295,5,1,3,0,0
428,1,396,2004,0,350,2,1,3,1,1
487,3,372,2002,0,326,1,1,4,1,1
496,1,342,2012,0,323,1,1,3,0,0
467,1,336,2014,1,285,2,0,2,1,0
412,2,245,2000,0,323,5,1,2,0,0
477,1,330,2009,0,265,5,0,2,0,0
444,3,386,2014,0,280,5,1,4,1,0
468,1,336,2014,1,285,2,0,2,1,0
419,2,245,2000,0,323,5,1,2,0,0
470,1,330,2009,0,265,5,0,2,0,0
443,3,386,2014,0,280,5,1,4,1,0
494,2,306,2012,0,298,5,0,2,1,0
436,3,317,2014,1,341,4,1,3,0,1
406,3,361,2002,1,294,2,0,2,1,0
468,3,321,2006,1,289,4,0,2,1,0
406,2,344,2006,0,261,1,0,5,0,0
221,1,334,2001,1,254,2,0,3,0,1
348,1,358,2009,1,261,2,1,4,0,0
388,3,226,2012,0,342,2,1,3,0,1
334,3,329,2013,0,347,1,0,2,0,0
875,1,250,2001,0,305,3,0,3,1,1
966,1,208,2001,1,350,2,0,4,1,0
841,1,259,2002,1,281,5,1,1,0,0
952,2,233,2014,0,383,3,0,4,0,0
775,1,304,2007,0,353,2,0,2,0,0
897,2,232,2014,0,428,1,1,3,0,0
793,2,239,2002,0,441,1,1,2,1,1
975,2,240,2007,1,410,5,0,4,1,0
